Year,Item,Yield (tonnes/ha),Change (C),Annual Mean Precipitation,Air Temp Mean,Frost Days,Hot Days,Ice Days,Summer Days,Sunshine Duration,Tropical Nights,Mean CO2 (ppm),Devil,Gustnado,Hail,Ice,Precip,Snow,Tornado,Wind,Total,Season,Category
1981-01-01,Wheat,4.8797,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Fall,Cereals
1982-01-01,Asparagus,2.415,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Vegetables and Legumes
1982-01-01,Barley,4.5012,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Cereals
1982-01-01,"Beans, dry",3.1075,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Vegetables and Legumes
1982-01-01,"Broad beans and horse beans, dry",2.9216,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Vegetables and Legumes
1982-01-01,"Broad beans and horse beans, green",13.3045,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Vegetables and Legumes
1982-01-01,Cabbages,36.4636,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Vegetables and Legumes
1982-01-01,Carrots and turnips,27.3306,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Vegetables and Legumes
1982-01-01,Cauliflowers and broccoli,24.1572,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Fall,Vegetables and Legumes
1982-01-01,Cucumbers and gherkins,34.7968,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Summer,Vegetables and Legumes
1982-01-01,Gooseberries,3.0052,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Fruits and Nuts
1982-01-01,Grapes,23.3583,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Summer,Fruits and Nuts
1982-01-01,Hop cones,1.9972,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Industrial Crops
1982-01-01,"Lentils, dry",4.125,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Vegetables and Legumes
1982-01-01,Lettuce and chicory,20.0004,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Vegetables and Legumes
1982-01-01,Lupins,0.9893,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Vegetables and Legumes
1982-01-01,Maize (corn),6.5717,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Summer,Cereals
1982-01-01,Mixed grain,3.9279,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Fall,Cereals
1982-01-01,Mustard seed,1.616,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Industrial Crops
1982-01-01,Oats,4.2086,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Cereals
1982-01-01,"Onions and shallots, dry (excluding dehydrated)",22.1216,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Fall,Vegetables and Legumes
1982-01-01,"Other beans, green",8.0292,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Vegetables and Legumes
1982-01-01,"Other oil seeds, n.e.c.",1.0891,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,,Industrial Crops
1982-01-01,Other pulses n.e.c.,2.6161,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Vegetables and Legumes
1982-01-01,"Other vegetables, fresh n.e.c.",15.27,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Vegetables and Legumes
1982-01-01,"Peas, dry",2.152,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Fall,Vegetables and Legumes
1982-01-01,"Peas, green",6.4159,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Vegetables and Legumes
1982-01-01,Poppy seed,0.6908,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Industrial Crops
1982-01-01,Potatoes,21.7369,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Winter,Vegetables and Legumes
1982-01-01,Rape or colza seed,2.7194,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Industrial Crops
1982-01-01,Rye,3.545,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Fall,Cereals
1982-01-01,Spinach,13.4507,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Vegetables and Legumes
1982-01-01,Sugar beet,44.3415,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Vegetables and Legumes
1982-01-01,Tomatoes,38.5011,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Summer,Vegetables and Legumes
1982-01-01,Unmanufactured tobacco,2.0053,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Year-Round,Industrial Crops
1982-01-01,Vetches,1.1381,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Spring,Industrial Crops
1982-01-01,Wheat,5.2433,0.436,655.05,8.9,86.69,6.54,20.55,40.9,0.19618721461187213,0.22,341.4783333333333,0,0,4,0,1,0,9,17,31,Fall,Cereals
1983-01-01,Asparagus,2.3482,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Vegetables and Legumes
1983-01-01,Barley,4.3861,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Cereals
1983-01-01,"Beans, dry",2.4652,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Year-Round,Vegetables and Legumes
1983-01-01,"Broad beans and horse beans, dry",2.5318,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Year-Round,Vegetables and Legumes
1983-01-01,"Broad beans and horse beans, green",14.0486,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Vegetables and Legumes
1983-01-01,Cabbages,30.5805,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Vegetables and Legumes
1983-01-01,Carrots and turnips,28.1952,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Vegetables and Legumes
1983-01-01,Cauliflowers and broccoli,23.3764,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Fall,Vegetables and Legumes
1983-01-01,Cucumbers and gherkins,35.9865,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Summer,Vegetables and Legumes
1983-01-01,Gooseberries,2.9943,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Fruits and Nuts
1983-01-01,Grapes,19.4806,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Summer,Fruits and Nuts
1983-01-01,Hop cones,1.8004,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Industrial Crops
1983-01-01,"Lentils, dry",4.375,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Year-Round,Vegetables and Legumes
1983-01-01,Lettuce and chicory,19.6131,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Vegetables and Legumes
1983-01-01,Lupins,0.8587,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Year-Round,Vegetables and Legumes
1983-01-01,Maize (corn),5.5224,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Summer,Cereals
1983-01-01,Mixed grain,3.254,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Fall,Cereals
1983-01-01,Mustard seed,1.1124,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Industrial Crops
1983-01-01,Oats,3.3585,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Cereals
1983-01-01,"Onions and shallots, dry (excluding dehydrated)",23.4237,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Fall,Vegetables and Legumes
1983-01-01,"Other beans, green",7.0458,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Year-Round,Vegetables and Legumes
1983-01-01,"Other oil seeds, n.e.c.",0.6869,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,,Industrial Crops
1983-01-01,Other pulses n.e.c.,2.5557,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Year-Round,Vegetables and Legumes
1983-01-01,"Other vegetables, fresh n.e.c.",17.7341,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Year-Round,Vegetables and Legumes
1983-01-01,"Peas, dry",1.9992,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Fall,Vegetables and Legumes
1983-01-01,"Peas, green",6.127,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Vegetables and Legumes
1983-01-01,Poppy seed,0.5347,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Industrial Crops
1983-01-01,Potatoes,18.2405,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Winter,Vegetables and Legumes
1983-01-01,Rape or colza seed,2.4255,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Spring,Industrial Crops
1983-01-01,Rye,3.1877,1.067,720.28,9.04,83.11,9.93,21.47,47.3,0.18067351598173517,0.66,343.1525,0,0,9,0,11,0,11,10,41,Fall,Cereals
