Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Mathivanan S.K., Jayagopal P.","Utilizing satellite and UAV data for crop yield prediction and monitoring through deep learning",2022,"Acta Geophysica","10.1007/s11600-022-00911-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138385436&doi=10.1007%2fs11600-022-00911-7&partnerID=40&md5=85208ba0511abece0ec5aef740366002","Agriculture is sighted more use cases of drones, and with the expanding population, food yields are becoming more well-organized. Drones are used in examining crops and exploiting data to determine what requires greater attention. This research study focuses on how deep learning (DL) has been used with drone technology to create solutions for detecting crop fields within a certain regions of interest (ROI). Extracting images from a drone and analysing them with a DL system to identify crop fields and yields for less-developed nations are solution to a prevalent challenge that land use–land cover (LULC) encounters. The limitations of drone spot-checking in the context of agricultural fields and the constraints of utilizing DL to detect yields. Also, a novel method is offered for detecting and tracking crop fields using a single camera on our UAV. The estimated background movements using a perspective transformation model given a sequence of video frames and then locate distinct locations in the background removed picture to detect moving objects. The optical flow matching is used to determine the spatiotemporal features of each moving item and then categorize our targets, which have considerably different motions than the backdrop. Kalman filter tracking has used to ensure that our detections are consistent across time. The hybrid crop field detection model is to evaluate on real uncrewed aerial vehicle (UAV) recordings. And the findings suggest that hybrid crop field detection successfully detects and tracks crop fields through tiny UAV’s with low computational resources. A crop field module, which aids in reconstruction quality evaluation by cropping specific ROIs from the whole field, and a reversing module, which projects ROIs-Vellore to relative raw pictures, are included in the proposed method. The results exhibit faster identification of cropping and reversing modules, impacting ROI height selection and reverse extraction of ROI location from raw pictures. © 2022, The Author(s) under exclusive licence to Institute of Geophysics, Polish Academy of Sciences & Polish Academy of Sciences.","Crop field; Crop yield monitoring; Region of interest (ROI); U-Net; Uncrewed aerial vehicle (UAV)","Aircraft detection; Antennas; Crops; Deep learning; Image segmentation; Land use; Object detection; Quality control; Crop fields; Crop yield; Crop yield monitoring; Region of interest; Region-of-interest; Regions of interest; U-net; Uncrewed aerial vehicle; Uncrewed aerial vehicles; Yield monitoring; Drones; agricultural land; crop yield; machine learning; monitoring; prediction; satellite data; unmanned vehicle",Article,Scopus
"Sobhana M., Smitha Chowdary Ch., Indira D.N.V.S.L.S., Kumar K.K.","CROPUP – A Crop Yield Prediction and Recommendation System with Geographical Data using DNN and XGBoost",2022,"International Journal on Recent and Innovation Trends in Computing and Communication","10.17762/ijritcc.v10i11.5780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144376332&doi=10.17762%2fijritcc.v10i11.5780&partnerID=40&md5=3e6b3a07021be6f180d6525a78509fea","Agricultural management is significant in a populous country like India. Farmers must have advance knowledge about predicted crop production and crop condition within particular area to make economic and farming decisions. To generate yield, we consider factors like temperature, humidity, pressure, NDVI values, Latitude, Longitude etc. When cultivating a particular crop on a specific type of soil, there are a number of factors to be considered. A crop recommender system considers soil properties such as N, P, and K, as well as other factors like rainfall, humidity, and pH levels, to choose the best crop for the farm. This paper presents a predictive algorithm that would estimate crop yield using deep neural networks with geographical data. A recommendation system was built using machine learning algorithm like Xgboost to recommend the suitable crop. A user interface named CROPUP has been developed to scale up crop productivity and efficiency using the proposed algorithms. © 2022 The authors.","Crop Yield; Deep Neural Networks; Geographical data; Recommendation; Xgboost",,Article,Scopus
"Conradt T.","Choosing multiple linear regressions for weather-based crop yield prediction with ABSOLUT v1.2 applied to the districts of Germany",2022,"International Journal of Biometeorology","10.1007/s00484-022-02356-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137493832&doi=10.1007%2fs00484-022-02356-5&partnerID=40&md5=988534d687fa1bde7994c053b03cf786","ABSOLUT v1.2 is an adaptive algorithm that uses correlations between time-aggregated weather variables and crop yields for yield prediction. In contrast to conventional regression-based yield prediction methods, a very broad range of possible input features and their combinations are exhaustively tested for maximum explanatory power. Weather variables such as temperature, precipitation, and sunshine duration are aggregated over different seasonal time periods preceding the harvest to 45 potential input features per original variable. In a first step, this large set of features is reduced to those aggregates very probably holding explanatory power for observed yields. The second, computationally demanding step evaluates predictions for all districts with all of their possible combinations. Step three selects those combinations of weather features that showed the highest predictive power across districts. Finally, the district-specific best performing regressions among these are used for actual prediction, and the results are spatially aggregated. To evaluate the new approach, ABSOLUT v1.2 is applied to predict the yields of silage maize, winter wheat, and other major crops in Germany based on two decades of data from about 300 districts. It turned out to be absolutely crucial to not only make out-of-sample predictions (solely based on data excluding the target year to predict) but to also consequently separate training and testing years in the process of feature selection. Otherwise, the prediction accuracy would be over-estimated by far. The question arises whether performances claimed for other statistical modelling examples are often upward-biased through input variable selection disregarding the out-of-sample principle. © 2022, The Author(s).","Crop yield modelling; Machine learning; Multiple linear regression; Statistical inference; Weather-based yield prediction","crop; season; statistical model; weather; wheat; Crops, Agricultural; Linear Models; Seasons; Triticum; Weather",Article,Scopus
"Nyéki A., Neményi M.","Crop Yield Prediction in Precision Agriculture",2022,"Agronomy","10.3390/agronomy12102460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140437032&doi=10.3390%2fagronomy12102460&partnerID=40&md5=1f359d54f16a6076d1714095a6550e65","Predicting crop yields is one of the most challenging tasks in agriculture. It plays an essential role in decision making at global, regional, and field levels. Soil, meteorological, environmental, and crop parameters are used to predict crop yield. A wide variety of decision support models are used to extract significant crop features for prediction. In precision agriculture, monitoring (sensing technologies), management information systems, variable rate technologies, and responses to inter- and intravariability in cropping systems are all important. The benefits of precision agriculture involve increasing crop yield and crop quality, while reducing the environmental impact. Simulations of crop yield help to understand the cumulative effects of water and nutrient deficiencies, pests, diseases, and other field conditions during the growing season. Farm and in situ observations (Internet of Things databases from sensors) together with existing databases provide the opportunity to both predict yields using “simpler” statistical methods or decision support systems that are already used as an extension, and also enable the potential use of artificial intelligence. In contrast, big data databases created using precision management tools and data collection capabilities are able to handle many parameters indefinitely in time and space, i.e., they can be used for the analysis of meteorology, technology, and soils, including characterizing different plant species. © 2022 by the authors.","artificial intelligence; big data; crop models; data fusion; IoT; yield forecasting; yield influencing variables",,Editorial,Scopus
"Burdett H., Wellen C.","Statistical and machine learning methods for crop yield prediction in the context of precision agriculture",2022,"Precision Agriculture","10.1007/s11119-022-09897-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127411187&doi=10.1007%2fs11119-022-09897-0&partnerID=40&md5=6ea626b132050d49131a0c6f57de0754","It is of critical importance to understand the relationships between crop yield, soil properties and topographic characteristics for agricultural management. This study’s objective was to compare techniques to quantify the relationship between soil and topographic characteristics for predicting crop yield using high-resolution data and analytical techniques. The study was conducted on a multiple field dataset located in Southwestern Ontario, Canada, where few studies have assessed the impact of applications for precision agriculture and machine learning (ML) to the soil property-yield relationship in this region. The dataset included 145,500 observations of corn and soybean yield, topographic and soil nutrient characteristics. The attributes considered for this study included pH, soil organic matter (OM) content, cation exchange capacity (CEC), soil test phosphorus, zinc (Zn), potassium (K), elevation and topographic wetness index. Multiple linear regression (MLR), artificial neural networks, decision trees and random forests were compared to identify methods able to relate soil properties and crop yields on a subfield scale (2 m). Random forests were the most successful at predicting yield with an R2 value of 0.85 for corn and 0.94 for soybeans. MLR was the least successful with an R2 of 0.40 for corn and 0.45 for soybeans. Cross-validation experiments showed that random forest models in most cases could predict low- and high-yield areas from fields excluded from training datasets, but this was not possible in all cases. Techniques tested the models and identified significant soil and topographic attributes when predicting yield, though the identification was subject to some uncertainty. These results suggest that ML techniques might be used to predict high yield areas of fields without existing yield maps, if those fields have similar relationships of soil properties to yield. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Phosphorus; Regression; Spatial cross-validation; Spatial data mining; Variable importance; Yield","cation exchange capacity; crop yield; data mining; data set; machine learning; model validation; potassium; precision agriculture; regression analysis; soil nutrient; soil organic matter; soybean; statistical analysis; training; Ontario [Canada]",Article,Scopus
"Yli-Heikkila M., Wittke S., Luotamo M., Puttonen E., Sulkava M., Pellikka P., Heiskanen J., Klami A.","Scalable Crop Yield Prediction with Sentinel-2 Time Series and Temporal Convolutional Network",2022,"Remote Sensing","10.3390/rs14174193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137856127&doi=10.3390%2frs14174193&partnerID=40&md5=979bedb1abe10a7bcbdeb0059ccd8d94","One of the precepts of food security is the proper functioning of the global food markets. This calls for open and timely intelligence on crop production on an agroclimatically meaningful territorial scale. We propose an operationally suitable method for large-scale in-season crop yield estimations from a satellite image time series (SITS) for statistical production. As an object-based method, it is spatially scalable from parcel to regional scale, making it useful for prediction tasks in which the reference data are available only at a coarser level, such as counties. We show that deep learning-based temporal convolutional network (TCN) outperforms the classical machine learning method random forests and produces more accurate results overall than published national crop forecasts. Our novel contribution is to show that mean-aggregated regional predictions with histogram-based features calculated from farm-level observations perform better than other tested approaches. In addition, TCN is robust to the presence of cloudy pixels, suggesting TCN can learn cloud masking from the data. The temporal compositing of information do not improve prediction performance. This indicates that with end-to-end learning less preprocessing in SITS tasks seems viable. © 2022 by the authors.","agriculture; crop production statistics; machine learning; object-based; remote sensing; time series; yield forecasts","Convolution; Crops; Cultivation; Decision trees; Deep learning; Food supply; Forecasting; Time series; Convolutional networks; Crop production; Crop production statistic; Crop yield; Machine-learning; Object based; Objects-based; Remote-sensing; Times series; Yield forecast; Remote sensing",Article,Scopus
"Pham H.T., Awange J., Kuhn M.","Evaluation of Three Feature Dimension Reduction Techniques for Machine Learning-Based Crop Yield Prediction Models",2022,"Sensors","10.3390/s22176609","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137562108&doi=10.3390%2fs22176609&partnerID=40&md5=4c22fab362254f469c3226873d184853","Machine learning (ML) has been widely used worldwide to develop crop yield forecasting models. However, it is still challenging to identify the most critical features from a dataset. Although either feature selection (FS) or feature extraction (FX) techniques have been employed, no research compares their performances and, more importantly, the benefits of combining both methods. Therefore, this paper proposes a framework that uses non-feature reduction (All-F) as a baseline to investigate the performance of FS, FX, and a combination of both (FSX). The case study employs the vegetation condition index (VCI)/temperature condition index (TCI) to develop 21 rice yield forecasting models for eight sub-regions in Vietnam based on ML methods, namely linear, support vector machine (SVM), decision tree (Tree), artificial neural network (ANN), and Ensemble. The results reveal that FSX takes full advantage of the FS and FX, leading FSX-based models to perform the best in 18 out of 21 models, while 2 (1) for FS-based (FX-based) models. These FXS-, FS-, and FX-based models improve All-F-based models at an average level of 21% and up to 60% in terms of RMSE. Furthermore, 21 of the best models are developed based on Ensemble (13 models), Tree (6 models), linear (1 model), and ANN (1 model). These findings highlight the significant role of FS, FX, and specially FSX coupled with a wide range of ML algorithms (especially Ensemble) for enhancing the accuracy of predicting crop yield. © 2022 by the authors.","crop yield; feature extraction; feature selection; machine learning; TCI; VCI","Crops; Decision trees; Extraction; Forecasting; Learning systems; Neural networks; Support vector machines; Condition index; Crop yield; Features extraction; Features selection; Forecasting models; Machine-learning; Performance; Temperature condition index; Temperature conditions; Vegetation condition indices; Feature Selection",Article,Scopus
"Goel D., Gulati P., Jha S.K., Kumar N., Khan A., Kumari P.","Evaluation of machine learning techniques for crop yield prediction",2022,"Artificial Intelligence Applications in Agriculture and Food Quality Improvement","10.4018/978-1-6684-5141-0.ch007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138023793&doi=10.4018%2f978-1-6684-5141-0.ch007&partnerID=40&md5=3faa5822718dc25f8756fd3612f5bd04","The agricultural segment is a major supporter of the Indian economy as it represents 18% of India's GDP, and it gives work to half of the nation 's work power. The farming segment is required to satisfy the expanding need for food because of the increasing populace. Therefore, to cater to the ever-increasing needs of people of the nation, yield prediction is done prior. The farmers are also benefited from yield prediction as it will assist the farmers to predict the yield of crops prior to cultivating. There are multiple parameters that affect the yield of crops like rainfall, temperature, fertilizers, pH level, and other atmospheric circumstances. Thus, considering these factors, the yield of a crop is thus hard to predict and becomes a challenging task. In this chapter, the dataset of different states producing different crops in different seasons is considered; further, after preprocessing the data, the authors applied machine learning algorithms, and their results are compared. © 2022, IGI Global.",,,Book Chapter,Scopus
"Vaishnnave M.P., Manivannan R.","An empirical study of crop yield prediction using reinforcement learning",2022,"Artificial Intelligent Techniques for Wireless Communication and Networking","10.1002/9781119821809.ch4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132379567&doi=10.1002%2f9781119821809.ch4&partnerID=40&md5=7bee6c268e94e34c62abc8627f162770","In the world economy, agriculture plays a vital role. Stresses on the agriculture system will increase as the human population continues to expand. With the advancement of modern research fields, agritechnology and accurate farming, which are also referred to as digital agriculture, employ data-intensive approaches to stimulate agricultural production, minimizing its environmental impact. Reinforcement Learning (RL) has grown with large data technologies and high-performance computing to build new possibilities to activate, calculate and recognize. In the agricultural crop forecast, we will present a comprehensive review. There are also several related papers which highlight the main features of popular RL models. © 2022 Scrivener Publishing LLC.","Agriculture; Crop prediction; Deep learning; Machine learning; Reinforcement learning",,Book Chapter,Scopus
"Zhuo W., Fang S., Gao X., Wang L., Wu D., Fu S., Wu Q., Huang J.","Crop yield prediction using MODIS LAI, TIGGE weather forecasts and WOFOST model: A case study for winter wheat in Hebei, China during 2009–2013",2022,"International Journal of Applied Earth Observation and Geoinformation","10.1016/j.jag.2021.102668","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121985269&doi=10.1016%2fj.jag.2021.102668&partnerID=40&md5=4cb1d607a60d00057b2065bd7b396ec1","Timely and reliable in-season forecasting of crop yield is crucial for regional and national agricultural management. To improve the winter wheat yield prediction accuracy at the regional scale, we developed a data assimilation scheme that assimilated the MODIS leaf area index (LAI) into the WOrld FOod STudies (WOFOST) model. The meteorological data of the WOFOST model include current weather data, 15-day THORPEX Interactive Grand Global Ensemble (TIGGE) forecast dataset and weather forecast data generated by TIGGE forecast and historical meteorological data (1979–2008) using the vectorial angle method. The WOFOST model was calibrated within 10 subregions of Hebei province based on field measured winter wheat growth data from each corresponding agrometeorological station to account for the spatial variability of crop and soil parameters to some extent, and the Savitzky-Golay (S-G) filtered MODIS LAI was then assimilated into the WOFOST model for regional winter wheat yield forecasting. We constructed a four-dimensional variational data assimilation (4DVar) cost function to account for the observations and model errors from Feb. 10th to Apr. 30th, and the Shuffled Complex Evolution-University of Arizona (SCE-UA) algorithm was used to minimize the cost function by reinitializing three WOFOST parameters. The winter wheat yield forecasting date was started from Apr. 30th, and the results showed that assimilating MODIS LAI into the WOFOST model substantially improved the accuracy of regional wheat yield predictions (R = 0.60, CCC = 0.53, RMSE = 619.73 kg/ha) compared with the unassimilated results (R = 0.35, CCC = 0.24, RMSE = 857.32 kg/ha), and the relative error (RE) between the averaged predicted yield and official statistics for most cities decreased after data assimilation. This demonstrated that assimilating MODIS LAI can optimize the simulation of LAI in the WOFOST model, thereby further reduce the uncertainty of yield forecasting. These promising results highlighted the potential of integrating remotely sensed data, crop model and weather forecasts for in-season prediction of crop yield at the regional scale. © 2021","4Dvar; Data assimilation; Leaf area index; Winter wheat yield forecasting; WOFOST","agricultural management; crop yield; data assimilation; data set; leaf area index; MODIS; prediction; weather forecasting; wheat; winter; China; Hebei",Article,Scopus
"Hussain N., Sarfraz M.S., Ishaq M.","Environmental Constraints of Optimization Crop-Yield Prediction using Machine learning",2022,"2022 International Conference on IT and Industrial Technologies, ICIT 2022","10.1109/ICIT56493.2022.9989120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146489264&doi=10.1109%2fICIT56493.2022.9989120&partnerID=40&md5=11c968beb314b9ce571464402f34f08e","In recent years, with the increase in big data technologies, smart farming has utilized these techniques to identify that either the yield of the crop will be high or not considering the certain environmental factors. The main purpose behind conducting this study was to perform an analysis over the data in terms of developing a yield prediction model using machine learning. This model can help the farmers to identify if a particular climate factor will impact the crop not. Hence, certain decision-making strategies can be used under these conditions for the sake of improving the yield of crops efficaciously. We have used different ML based algorithms for this purpose. The most suitable accuracy has been archived from the logistic regression. © 2022 IEEE.","Analysis; Clustering; Crop; Data mining; Machine Learning; Prediction; Regression; Smart Farming; Yield","Agricultural technology; Climate models; Data mining; Decision trees; Environmental technology; Farms; Forecasting; Learning systems; Machine learning; Analyse; Clusterings; Crop yield; Environmental constraints; Machine-learning; Optimisations; Regression; Smart farming; Yield; Yield prediction; Crops",Conference Paper,Scopus
"Ajaykumar K., Madhavi S.","Review on Crop Yield Prediction with Deep Learning and Machine Learning Algorithms",2022,"4th International Conference on Inventive Research in Computing Applications, ICIRCA 2022 - Proceedings","10.1109/ICIRCA54612.2022.9985016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146487914&doi=10.1109%2fICIRCA54612.2022.9985016&partnerID=40&md5=82e073455b8b7f16511235312ab77a37","The weather, as well as the difficulty of forecasting it, has contributed to the fall in crop output. As a result, farmers rely on accurate weather forecasts to run their businesses. Agriculture is interwoven with other industries, including the sugar industry, which relies on sugarcane farmers. They may be able to better organise their logistics by employing machine learning or artificial intelligence to estimate agricultural production. As a result, both AI and connected IoT devices have a lot of potential in agriculture. When estimating agricultural yields, there are various elements to consider. Weather trends, satellite images, soil quality, and the potential of an infestation are all investigated in this location. When all of these criteria are taken into account, a complete picture of when crops should be planted emerges. In the event that unanticipated problems develop, there are also 'what-if' scenarios and backup plans in place. Climate change can affect agricultural production in a variety of ways, including changes in average temperatures, precipitation amounts, heat waves, CO2 levels in the air, and ozone levels at ground level. Climate change has a wide range of affects from country to country. Lower-elevation countries are more prone to have difficulties producing crops. Equipment capable of accurately predicting the evolution of weather patterns is required Weather forecasts based on statistics look at previous data to see if there are any patterns between seasons. As a result, the winter data can be used to forecast summer temperatures. Winter temperatures will almost probably alter if summer temperatures change. In the published literature, researchers have detailed their confirmed solutions to various problems. If prior concepts are used without first receiving a qualified review, future researchers will not get the desired results. If the researchers don't first undertake a thorough investigation of the most recent indications of performance, it's likely that they won't be able to find evidence of future growth in the direction of excellence. Students must perform significant investigation on a variety of concepts and their connections to modern advancement in order to become proficient researchers. In order to meet these demands, this paper covers the publication of multiple papers in various journals at various times over the years. © 2022 IEEE.","Accuracy; Crop Yield; Deep Learning; Machine Learning; Smart-Agriculture","Climate change; Deep learning; Learning algorithms; Learning systems; Sugar industry; Weather forecasting; Accuracy; Agricultural productions; Agricultural yields; Crop yield; Deep learning; Machine learning algorithms; Machine-learning; Smart agricultures; Summer temperature; Yield prediction; Crops",Conference Paper,Scopus
"Kuriakose S.M., Singh T.","Indian Crop Yield Prediction using LSTM Deep Learning Networks",2022,"2022 13th International Conference on Computing Communication and Networking Technologies, ICCCNT 2022","10.1109/ICCCNT54827.2022.9984407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146330160&doi=10.1109%2fICCCNT54827.2022.9984407&partnerID=40&md5=7f44da2b8b2e2d1254dfc854f38dd850","Farming is considered as the backbone of our country, so it is very important to introduces new facilities that would magnify farming. Finding the type of crop that farmers could sow would improve yield will be helpful for them. Research is being conducted in this area supporting our ideology. In our work, we would propose to help the farmers identify the type of crop which would produce a good yield for a particular season by taking account of Soil type, Soil fertility, Climatic conditions, Rainfall, Individual seed required conditions In our model we used Deep Learning techniques to predict the yield or success rate with the help of the given data for different places. In Phase 1 we predicted the future climatic conditions and rainfall (in mm) using various machine learning algorithms on the pre-processed data. In Phase 2 we predicted the success rate for different crops considering the soil inputs and climate inputs. And obtained crop success rate for different crops, thus maximizing the yield at a place. © 2022 IEEE.","Crop yield; Deep Learning; LSTM; Prediction","Farms; Forecasting; Learning algorithms; Learning systems; Long short-term memory; Rain; Seed; Soils; Climatic conditions; Crop yield; Deep learning; In-phase; Learning network; LSTM; New facilities; Soil fertility; Soil types; Yield prediction; Crops",Conference Paper,Scopus
"Krithika K.M., Maheswari N., Sivagami M.","Models for feature selection and efficient crop yield prediction in the groundnut production",2022,"Research in Agricultural Engineering","10.17221/15/2021-RAE","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144442942&doi=10.17221%2f15%2f2021-RAE&partnerID=40&md5=28371de6bf5b6bfbd4cab45f4641f920","Tamil Nadu ranks high in groundnut production in India. The yield prediction of the crop over Tamil Nadu will be highly useful in improving the efficiency of the production. This article aims to identify an efficient machine learning model to predict the groundnut crop yield and analyse the performance of the tested models. The study used the irrigation, rainfall, area and production data as factors for the groundnut crop yield across the districts of Tamil Nadu. This article identified the best set of features for training the models and studied various prediction models to evaluate the performance on the collected data. The trained and tested data were evaluated using various performance measures. The results of the study show that LASSO and ElasticNet provide the optimal results with the lowest RMSE and RRMSE values of 491.603 and 490.931 kg·ha–1, 20.68 and 20.66%, respectively. The models showed the lowest MAE and RMAE values as well (333.154 and 331.827 kg·ha–1 and 14.53%, 14.51%, respectively) when compared to other models. The identification of the right time to sow and area to irrigate through feature selection and the prediction of the yield will improve the yield of the groundnut crops. This helps farmers to make practical decisions and reap the benefits. © 2022 Czech Academy of Agricultural Sciences. All rights reserved.","experimental models; groundnut yield; performance evaluation; prediction accuracy; subset selection",,Article,Scopus
"Saini P., Nagpal B.","Empirical Survey Analysis For Crop Yield Prediction & Identification Of Factors Affecting Yield Gaps",2022,"Journal of Pharmaceutical Negative Results","10.47750/pnr.2022.13.S05.207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143254878&doi=10.47750%2fpnr.2022.13.S05.207&partnerID=40&md5=689d4abf253f7dd889e848042c363565","About 70% of India’s economy is involved in the agriculture sector to live their lives and contributed to the GDP of the country. The Crop yield information along with the environmental change estimate will be useful for the agriculturalist to decide on price policies prior to harvesting the food source. It establishes a requirement for the prediction model, which precisely determines the harvest conditions, crop varieties, and agricultural yield. In literature, numerous crop prediction methods were devised to estimate crop production in the agricultural field & each technique has its potential in terms of yield forecasting. This review article provides a detailed analysis of the utilized approaches in the literature for the prediction of crop production as well as a discussion on the identification of concerns related to the yield gaps of crops. The discussed approaches were classified based on the application of different strategies, such as Machine learning methods, Deep learning methods, Data mining techniques, vegetative indices, fuzzy logic, and hybrid methods. The study was analyzed based on performance metrics, year of publication, datasets employed, software used for experimentation, and performance attained using various methods and highlights the research gaps of the respective method along with the future direction. © 2022 Wolters Kluwer Medknow Publications. All rights reserved.","Agriculture; crop yield forecasting; Deep learning; Food security; Low Yield","agriculture; article; crop production; data mining; deep learning; economic aspect; environmental change; food security; forecasting; fuzzy logic; harvest; India; machine learning; performance indicator; prediction; price; software; vegetative growth",Article,Scopus
"Sathanapriya M., Devi R.P., Sandhya C., Pokuru A., Rahman T.H., Jose B.K., Gadde S.","Analysis of Hydroponic System Crop Yield Prediction and Crop IoT-based monitoring system for precision agriculture",2022,"International Conference on Edge Computing and Applications, ICECAA 2022 - Proceedings","10.1109/ICECAA55415.2022.9936473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142769678&doi=10.1109%2fICECAA55415.2022.9936473&partnerID=40&md5=3b1fad240be824cfbfc4ca6ba6d6d036","IoT is the necessary revolution in every industry. Any task is made simple when it can be observed and managed remotely. Every technical advancement should be undertaken in agriculture because it is such an important subject. The demand for agriculture has dramatically expanded due to the expansion in global population, but sadly, farmers are unable to meet the unending demand. IoT will be a better option than expanding the scale of agriculture. By cutting down on waste, precision agriculture can increase the output of any crop. The proposed work accomplishes this by keeping an eye on environmental factors that influence crop growth, such as temperature, humidity, soil moisture, etc. It also assists farmers in selecting an idle crop that will work best for them based on the information gathered and the environmental circumstances. The danger of crop failure, low yield, excessive water consumption, excessive fertiliser and pesticide use, etc. can be greatly decreased with this model, making it more effective than previous methods. The information gathered by the network nodes placed across the field is transmitted to the cloud, where it is evaluated and displayed for farmers' use. Farmers may make accurate and effective decisions that will affect their crops with the use of displayed data. © 2022 IEEE.","Agriculture; Hybrid Crops; Hydroponics; Internet of things; wireless sensor network","Crops; Internet of things; Precision agriculture; Soil moisture; Wireless sensor networks; Crop yield; Environmental factors; Global population; Hybrid crop; Hydroponic systems; Monitoring system; Precision Agriculture; Simple++; Technical advancement; Yield prediction; Hydroponics",Conference Paper,Scopus
"Jácome-Galarza L.-R.","Multimodal Deep Learning for Crop Yield Prediction",2022,"Communications in Computer and Information Science","10.1007/978-3-031-18347-8_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142669826&doi=10.1007%2f978-3-031-18347-8_9&partnerID=40&md5=3c03b2f6c5cf2c3bae4d45a743a76fbe","Precision agriculture is a vital practice for improving the production of crops. The present work is aimed to develop a deep learning multimodal model that can predict the crop yield in Ecuadorian corn farms. The model takes multispectral images and field sensor data (humidity, temperature, or soil status) to obtain the yield of a crop. The use of multimodal data is aimed to extract hidden patterns in the status of crops and in this way obtain better results than the use of vegetation indices or other state-of-the-art methods. For the experiments, we utilized multi-spectral satellite images obtained from the google earth engine platform and monthly precipitation and temperature data of the 24 Ecuadorian provinces collected from the Ecuadorian Ministry of agriculture and livestock; likewise, we obtained the area of corn plantation in each province and their corn production for the years 2016 to 2020. Results indicate that the use of multimodal deep learning models (pre-trained CNN for images and LSTM for time series sensor data) gives better prediction accuracy than monomodal prediction models. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.","Convolutional neural networks; Multimodal deep learning; Precision agriculture; Recurrent neural networks; Remote sensing","Convolutional neural networks; Forecasting; Learning systems; Long short-term memory; Precision agriculture; Remote sensing; Convolutional neural network; Crop yield; Multi-modal; Multimodal deep learning; Multimodal models; Multispectral images; Precision Agriculture; Remote-sensing; Sensors data; Yield prediction; Crops",Conference Paper,Scopus
"Park Y., Li B., Li Y.","Crop Yield Prediction Using Bayesian Spatially Varying Coefficient Models with Functional Predictors",2022,"Journal of the American Statistical Association","10.1080/01621459.2022.2123333","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139851717&doi=10.1080%2f01621459.2022.2123333&partnerID=40&md5=4c4cdd22b6e8eaab73235dc275a07fb9","Reliable prediction for crop yield is crucial for economic planning, food security monitoring, and agricultural risk management. This study aims to develop a crop yield forecasting model at large spatial scales using meteorological variables closely related to crop growth. The influence of climate patterns on agricultural productivity can be spatially inhomogeneous due to local soil and environmental conditions. We propose a Bayesian spatially varying functional model (BSVFM) to predict county-level corn yield for five Midwestern states, based on annual precipitation and daily maximum and minimum temperature trajectories modeled as multivariate functional predictors. The proposed model accommodates spatial correlation and measurement errors of functional predictors, and respects the spatially heterogeneous relationship between the response and associated predictors by allowing the functional coefficients to vary over space. The model also incorporates a Bayesian variable selection device to further expand its capacity to accommodate spatial heterogeneity. The proposed method is demonstrated to outperform other highly competitive methods in corn yield prediction, owing to the flexibility of allowing spatial heterogeneity with spatially varying coefficients in our model. Our study provides further insights into understanding the impact of climate change on crop yield. Supplementary materials for this article are available online. © 2022 American Statistical Association.","Bayesian hierarchical model; Scalar-on-function regression; Spatial functional data; Spatial model selection; Spatially varying coefficient model",,Article,Scopus
"Saini P., Nagpal B.","Efficient Crop Yield Prediction of Kharif Crop using Deep Neural Network",2022,"Proceedings of International Conference on Computational Intelligence and Sustainable Engineering Solution, CISES 2022","10.1109/CISES54857.2022.9844369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137166022&doi=10.1109%2fCISES54857.2022.9844369&partnerID=40&md5=c99a9a5ebfa801efa04a09c536004fdc","The rapid expansion of population and varying environmental-climate condition forces us to concentrate on securing food sources. In India agriculture is the prominent domain, which requires immediate attention as it plays a basic source of food products. The present work focuses on forecasting Bajra Crop yield in the Rewari district of Haryana using a novel approach of the DNN-LSTM technique. The experimental results are estimated using Root mean square error (RMSE), and Mean Square Error (MSE), compared with the existing machine learning techniques. The outcomes reveal that Deep Neural Network provides a better forecast in comparison to earlier traditional methods and provides a lower RMSE value of 81.91. This study will be helpful for farmers in making decision policies for the Kharif crop season. © 2022 IEEE.","Crop Yield; DNN; Kharif Crop; LSTM; RMSE","Deep neural networks; Food products; Forecasting; Learning systems; Long short-term memory; Mean square error; Climate condition; Crop yield; DNN; Food sources; Kharif crop; LSTM; Means square errors; Rapid expansion; Root mean square errors; Yield prediction; Crops",Conference Paper,Scopus
