Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Charoen-Ung P., Mittrapiyanuruk P.","Sugarcane Yield Grade Prediction using Random Forest and Gradient Boosting Tree Techniques",2018,"Proceeding of 2018 15th International Joint Conference on Computer Science and Software Engineering, JCSSE 2018","10.1109/JCSSE.2018.8457391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057769021&doi=10.1109%2fJCSSE.2018.8457391&partnerID=40&md5=f72e835daf3542148a329c19467b8ca5","This paper presents a machine learning based model for predicting the sugarcane yield grade of an individual plot. The dataset used in this work is obtained from a set of sugarcane plots around a sugar mill in Thailand. The features used in the prediction consist of the plot characteristics (soil type, plot area, groove width, plot yield/ yield grade of the last year), sugarcane characteristics (cane class and type), plot cultivation scheme (water resource type, irrigation method, epidemic control method, fertilizer type/formula) and rain volume. We use two predictive algorithms: (i) random forest classification, and (ii) gradient boosting tree classification. The accuracies of our machine learning based predictive methods are 71.83% and 71.64%, respectively. Meanwhile, the accuracies of two non-machine-learning baselines are 51.52% (using the actual yield of the last year as the prediction) and 65.50% (the target yield of each plot is manually predicted by human expert), respectively. This shows that our work is accurate enough to be applied for decision making of sugar mill operation planning. © 2018 IEEE.","Gradient Boosting Tree; Machine Learning; Random Forest; Sugarcane Yield Grade Prediction","Adaptive boosting; Artificial intelligence; Decision making; Decision trees; Disease control; Forestry; Learning systems; Software engineering; Sugar factories; Water resources; Epidemic control; Grade predictions; Gradient boosting; Irrigation methods; Predictive algorithms; Predictive methods; Random forest classification; Random forests; Forecasting",Conference Paper,Scopus
"Sujatha R., Isakki P.","A study on crop yield forecasting using classification techniques",2016,"2016 International Conference on Computing Technologies and Intelligent Data Engineering, ICCTIDE 2016","10.1109/ICCTIDE.2016.7725357","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997522734&doi=10.1109%2fICCTIDE.2016.7725357&partnerID=40&md5=cf67eff5e71ced08c71f51c0266d8374","India is generally an agricultural country. Agriculture is the single most important contributor to the Indian economy. Agriculture crop production depends on the season, biological, and economic cause. The prognosticating of agricultural yield is a challenging and desirable task for every nation. Nowadays, Farmers are struggling to produce the yield because of unpredictable climatic changes and drastically reduce in water resource so; we are creating an agriculture data. This data could be gathered, stored and analyzed for useful information. It is used to promote new advanced methods and approaches such as data mining that can give the information of the previous results to the crop yield estimation. In this paper, we have demonstrated to estimate the crop yield, choose the most excellent crop, thereby improves the value and gain of the farming area using data mining techniques. © 2016 IEEE.","classification algorithms; Crop details; Data mining; prediction; yield","Agriculture; Crops; Cultivation; Forecasting; Intelligent computing; Water resources; Agricultural yields; Agriculture crops; Agriculture data; Classification algorithm; Classification technique; Climatic changes; Crop yield forecasting; yield; Data mining",Conference Paper,Scopus
"Kulkarni N.H., Srinivasan G.N., Sagar B.M., Cauvery N.K.","Improving Crop Productivity Through A Crop Recommendation System Using Ensembling Technique",2018,"Proceedings 2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions, CSITSS 2018","10.1109/CSITSS.2018.8768790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070352859&doi=10.1109%2fCSITSS.2018.8768790&partnerID=40&md5=44e285ae571975ec32b046c9cdede747","Agriculture plays a predominant role in the economic growth and development of the country. The major and serious setback in the crop productivity is that the farmers do not choose the right crop for cultivation. In order to improve the crop productivity, a crop recommendation system is to be developed that uses the ensembling technique of machine learning. The ensembling technique is used to build a model that combines the predictions of multiple machine learning models together to recommend the right crop based on the soil specific type and characteristics with high accuracy. The independent base learners used in the ensemble model are Random Forest, Naive Bayes, and Linear SVM. Each classifier provides its own set of class labels with an acceptable accuracy. The class labels of individual base learners are combined using the majority voting technique. The crop recommendation system classifies the input soil dataset into the recommendable crop type, Kharif and Rabi. The dataset comprises of the soil specific physical and chemical characteristics in addition to the climatic conditions such as average rainfall and the surface temperature samples. The average classification accuracy obtained by combining the independent base learners is 99.91%. © 2018 IEEE.","crop-recommendation; Ensemble; Majority-Voting; Naive-Bayes; soil","Classifiers; Crops; Cultivation; Decision trees; Economics; Machine learning; Productivity; Soils; Support vector machines; Classification accuracy; Climatic conditions; Ensemble; Majority-Voting; Naive bayes; Physical and chemical characteristics; Surface temperatures; Voting techniques; Recommender systems",Conference Paper,Scopus
"Gandhi N., Armstrong L.J., Petkar O.","PredictingRice crop yield using Bayesian networks",2016,"2016 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2016","10.1109/ICACCI.2016.7732143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007379577&doi=10.1109%2fICACCI.2016.7732143&partnerID=40&md5=f31eaef34420219e73c6367f4f340950","Rice crop production plays a vital role in food security of India, contributing more than 40% to overall crop production. High crop production is dependent on suitable climatic conditions. Detrimental seasonal climate conditions such as low rainfall or temperature extremes can dramatically reduce crop yield. Developing better techniques to predict crop productivity in different climatic conditions can assist farmer and other stakeholders in important decision making in terms of agronomy and crop choice. This paper reports on the use of Bayesian Networks to predict rice crop yield for Maharashtra state, India. For this study, 27 districts of Maharashtra were selected on the basis of available data from publicly available Indian Government records with various climate and crop parameters selected. The parameters selected for the study were precipitation, minimum temperature, average temperature, maximum temperature, reference crop evapotranspiration, area, production and yield for the Kharif season (June to November) for the years 1998 to 2002. The dataset was processed using the WEKA tool. The classifiers used in the study were BayesNet and NaiveBayes. The experimental results showed that the performance of BayesNet was much better compared with NaiveBayes for the dataset. © 2016 IEEE.","Bayesian networks; classifiers; crop analysis; data mining; yield prediction","Bayesian networks; Classifiers; Cultivation; Data mining; Decision making; Food supply; Forecasting; Climatic conditions; Crop analysis; Crop productivity; Maximum temperature; Minimum temperatures; Reference crop evapotranspirations; Temperature extremes; Yield prediction; Crops",Conference Paper,Scopus
"Kaimeng S.","Study on knowledge-based system for regional advantageous agricultural industries analysis",2007,"4th International Symposium on Intelligent Information Technology in Agriculture, ISIITA 2007",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938631264&partnerID=40&md5=a2309c8c204610e6443150a3a05fba2c","Based on requirement of the current strategic adjustment of regional agriculturalindustriesin China, the articleanalyzed problems in information management systems for analyzing the regional advantageous agricultural industries. The importance of establishing a knowledge based system for regional advantageous agriculture analysis is described. Technical process of system analysis and system design for developing such a knowledge-based system ispresented.","AdvantageousIndustries Analysis; Agricultural; Knowledge-based System","Agriculture; Information management; Systems analysis; AdvantageousIndustries Analysis; Agricultural; Agricultural industries; Information management systems; Technical process; Knowledge based systems",Conference Paper,Scopus
"Siddique T., Barua D., Ferdous Z., Chakrabarty A.","Automated farming prediction",2018,"2017 Intelligent Systems Conference, IntelliSys 2017","10.1109/IntelliSys.2017.8324214","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050872502&doi=10.1109%2fIntelliSys.2017.8324214&partnerID=40&md5=3859713bee8d262a7abcb31397604744","Farming is a predominantly manual process. The incorporation of any form of automation through the means of machine learning algorithms is still in incipient stage. This paper aims to introduce a fundamental approach to inaugurate the use of machine learning systems in the farming process. A comparative study between machine learning algorithms had been carried out in order to determine which algorithm is the most accurate in predicting the best crop for a particular land. Here, the best crop signifies the crop which had the most increase in terms of yield per unit area compared to previous years. This will ensure proper crop allocation throughout the country since optimal production for each crop will be secured. It will also increase the farmer's revenue margin. The study focuses on six major crops of Bangladesh which are Aman rice, Aus rice, Boro rice, Potato, Wheat and Jute. The algorithms that were used are Multiple Linear Regression (MLR) and K-Nearest Neighbor Regression (KNNR). Multiple Linear Regression (MLR) gave the most accurate results during the analysis and was incorporated into an android application. The android application system is also able to prepare a schedule of the complete farming process for a chosen crop, e.g. the correct time to apply fertilizers, irrigation, etc. © 2017 IEEE.","android application; dependent variable; fertilizer suggestion; independent variables; K-Nearest Neighbor Regression (KNNR); Multiple Linear Regression (MLR) Analysis; prediction","Android (operating system); Crops; Fertilizers; Forecasting; Intelligent systems; Learning systems; Linear regression; Motion compensation; Nearest neighbor search; Android applications; Dependent variables; Independent variables; K-nearest neighbors; Multiple linear regressions; Learning algorithms",Conference Paper,Scopus
"Mohapatra S., Srichandan P., Mohanty S., Singh H., Patra P.K.","Smart Agriculture: An Approach for Agriculture Management using Recent ICT",2018,"Proceedings - 2018 International Conference on Information Technology, ICIT 2018","10.1109/ICIT.2018.00047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067453996&doi=10.1109%2fICIT.2018.00047&partnerID=40&md5=5166577e3130337a3dabf55c08b7ebef","Agriculture forms the backbone of a country's economy. Indian GDP mainly depends on agriculture yield growth and their products from these agro-industry. As it largely depends on monsoons, which affects the yield to a huge extend, for which agriculture yield analysis and prediction is the toughest task for different agricultural departments across the country. Other agriculture factors which can affect yield are pests attack, deviation in temperature, soil moisture, nutrient deficiency, global warming etc. As a developing economy, this can severely affect the country's GDP, hence predicting the yield and advising certain important measures to counter the ill effects on the growth of crop are important for a stable and effective contribution to the economy of the country. It can be done by monitoring, analysing, controlling and implementing accurate amount parameters such as required amount of irrigation, in limit use of chemical fertilizers, manure, choosing crop type according to weather, soil type suitability for crop, crop rotation, moisture amount, temperature etc. In our paper, IoT sensors are used for gathering data, and analysis is done to prepare a predictive model. Our model gives comparative analysis from real data and in turn gives a predictive model which predicts from the remarks of different production data with their environmental condition. This model is tested for the effective prediction and the estimate of the agribusiness yield for the different product in Odisha state. © 2018 IEEE.","Agriculture monitoring; Data science; Decision support; Machine learning; Sensors","Crops; Data Science; Decision support systems; Fertilizers; Forecasting; Global warming; Learning systems; Sensors; Soil moisture; Agriculture management; Agriculture monitoring; Chemical fertilizers; Comparative analysis; Decision supports; Developing economies; Environmental conditions; Predictive modeling; Chemical analysis",Conference Paper,Scopus
"Sedaghatdoost A., Safaei S., Ebrahimian H.","Discussion of ""DRAINMOD-DSSAT simulation of the hydrology, nitrogen dynamics, and plant growth of a drained corn field in Indiana"" by Lamyaa M. Negm, Mohamed A. Youssef, Richard W. Skaggs, George M. Chescheir, and Eileen J. Kladivko",2015,"Journal of Irrigation and Drainage Engineering","10.1061/(ASCE)IR.1943-4774.0000882","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939248533&doi=10.1061%2f%28ASCE%29IR.1943-4774.0000882&partnerID=40&md5=512564366547032d7f8cb7112e3f739b",[No abstract available],,"Zea mays",Note,Scopus
"Shakoor M.T., Rahman K., Rayta S.N., Chakrabarty A.","Agricultural production output prediction using Supervised Machine Learning techniques",2017,"2017 1st International Conference on Next Generation Computing Applications, NextComp 2017","10.1109/NEXTCOMP.2017.8016196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030482175&doi=10.1109%2fNEXTCOMP.2017.8016196&partnerID=40&md5=8c58affae38a3c66045965fbb49576b6","Farmers usually plan the cultivation process based on their previous experiences. Due to the lack of precise knowledge about cultivation, they end up cultivating undesirable crops. To help the farmers take decisions that can make their farming more efficient and profitable, the research tries to establish an intelligent information prediction analysis on farming in Bangladesh. However, this way of farming here is still at the initial stage. The research suggests area based beneficial crop rank before the cultivation process. It indicates the crops that are cost effective for cultivation for a particular area of land. To achieve these results, we are considering six major crops which are Aus rice, Aman rice, Boro rice, Potato, Jute and Wheat. The prediction is based on analyzing a static set of data using Supervised Machine Learning techniques. This static dataset contains previous years' data taken from the Yearbook of Agricultural Statistics and Bangladesh Agricultural Research Council of those crops according to the area. The research has an intent to use Decision Tree Learning-ID3 (Iterative Dichotomiser 3) and K-Nearest Neighbors Regression algorithms. © 2017 IEEE.","Agriculture; Decision Tree Learning; ID3 (Iterative Dichotomiser 3); KNNR; Prediction; Supervised Machine Learning","Agricultural machinery; Agriculture; Artificial intelligence; Cost effectiveness; Crops; Cultivation; Data mining; Decision trees; Forecasting; Iterative methods; Learning algorithms; Nearest neighbor search; Supervised learning; Agricultural production outputs; Agricultural research; Decision tree learning; ID3 (Iterative Dichotomiser 3); Intelligent information; KNNR; Regression algorithms; Supervised machine learning; Learning systems",Conference Paper,Scopus
"Nagini S., Kanth T.V.R., Kiranmayee B.V.","Agriculture yield prediction using predictive analytic techniques",2016,"Proceedings of the 2016 2nd International Conference on Contemporary Computing and Informatics, IC3I 2016","10.1109/IC3I.2016.7918789","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019968529&doi=10.1109%2fIC3I.2016.7918789&partnerID=40&md5=83de4bffa8fb79f990bb4d74c482ede5","India's economy primarily depends on agriculture yield growth and their allied agro industry products. The agriculture yield prediction is the toughest task for agricultural departments across the globe. The agriculture yield depends on various factors. Particularly countries like India, majority of agriculture growth depends on rain water, which is highly unpredictable. Agriculture growth depends on different parameters, namely Water, Nitrogen, Weather, Soil characteristics, Crop rotation, Soil moisture, Surface temperature and Rain water etc. In our paper, lot of Explorative Data Analysis is done and various predictive models were designed. Further various regression models like Linear, Multiple Linear, Non-linear models are tested for the effective prediction or the forecast of the agriculture yield for various crops in Andhra Pradesh and Telangana states. © 2016 IEEE.","Agriculture Yield Growth; Agriculture Yield Prediction; Explorative Data Analysis; Predictive Models; Regression Models","Atmospheric temperature; Crops; Data handling; Forecasting; Information analysis; Rain; Regression analysis; Soil moisture; Soil surveys; Explorative data analysis; Predictive models; Regression model; Yield growth; Yield prediction; Agriculture",Conference Paper,Scopus
"Sangeetha S., Dharani M.K., Gayathri Devi B., Dhivya R., Sathya P.","Prediction of crop and intrusions using WSN",2016,"Smart Innovation, Systems and Technologies","10.1007/978-81-322-2529-4_11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945534414&doi=10.1007%2f978-81-322-2529-4_11&partnerID=40&md5=0356b6159c003201a211cb3b88ff9291","Nowadays, the major problem in the agriculture sector is stumpy crop production due to less number of workers in the farm and animal intrusion. The main objective is to improve the sustainable agriculture by enhancing the technology using wireless sensor technology. It uses Micro Electro Magnetic System which is used to measure temperature, humidity and moisture. The characteristic data obtained from the Wireless Sensor Network will be compared with the pre-defined data set in the Knowledge Base where historical data’s are stored. The corresponding decisions from the Knowledge Base are sent to the respective land owner’s mobile through SMS using radio frequency which has less power consumption. The sensors are co-ordinated using the GPS and are connected to the base station in an ad hoc network using WLAN. Another common issue is animal intrusion, especially in the places like Mettupalayam, Coimbatore, and Pollachi where elephants are destroying the crops. To protect the crops and common people, Seismic sensors are used to detect the footfalls of elephants in hilly areas. This sensor uses geophone to record the footfalls of elephants and immediately alert message is sent to the people. © Springer India 2016.","GPS-Global positioning system; MEMS-Micro electro magnetic system; SMS-Short message service; WLAN-Wireless local area network; WSN-Wireless sensor network","Ad hoc networks; Agriculture; Animals; Crops; Cultivation; Global positioning system; Information science; Knowledge based systems; Local area networks; Mercury (metal); Mobile telecommunication systems; Text messaging; Wireless local area networks (WLAN); Agriculture sectors; GPS-global positioning system; Magnetic system; Radio frequencies; Short message services; Sustainable agriculture; Wireless sensor technology; WSN-wireless sensor networks; Wireless sensor networks",Conference Paper,Scopus
"Mahawar P., Shrivastava V.","Analysing and forecasting Rajasthan's agriculture productivity using association rule mining and ARIMA modelling",2018,"2018 4th International Conference on Computing Communication and Automation, ICCCA 2018","10.1109/CCAA.2018.8777574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070356886&doi=10.1109%2fCCAA.2018.8777574&partnerID=40&md5=bca1e0137d555df4a16ce3a6d640a504","India is an agricultural dependent developing nation. Hence, forecasting productivity and understanding the agricultural patterns becomes significant. This paper focuses on Rajasthan state (India) and draw notable results using association rule mining and ARIMA modeling. The dataset considered for present study was of twenty-nine districts of Rajasthan for fourteen years from 1997 to 2010 depending on the data availability. The inferences drawn said much about the productivity patterns of the crops fostered by particular state's regions and seasonally. After this analysis, state's productivity for next ten years was forecasted. The implementation was done in R and some interesting results were drawn. © 2018 IEEE.","ARIMA modeling; Association rule mining; Forecasting; R","Agriculture; Association rules; Data mining; Forecasting; ARIMA modeling; Data availability; Developing nations; Rajasthan; Productivity",Conference Paper,Scopus
"Jiang D., Yang X., Clinton N., Wang N.","An artificial neural network model for estimating crop yields using remotely sensed information",2004,"International Journal of Remote Sensing","10.1080/0143116031000150068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1942504231&doi=10.1080%2f0143116031000150068&partnerID=40&md5=b43d488d220d65c8c10afdbd9abc59c0","Crop yield forecasting is a very important task for researchers in remote sensing. Problems exist with traditional statistical modelling (especially regression models) of nonlinear functions with multiple factors in the cropland ecosystem. This paper describes the successful application of an artificial neural network in developing a model for crop yield forecasting using back-propagation algorithms. The model has been adapted and calibrated using on the ground survey and statistical data, and it has proven to be stable and highly accurate. © 2004 Taylor and Francis Ltd.",,"Algorithms; Backpropagation; Crops; Data reduction; Ecosystems; Neural networks; Regression analysis; Cropland ecosystems; Nonlinear functions; Remote sensing; agricultural management; artificial neural network; crop yield; remote sensing",Article,Scopus
"Gandhi N., Armstrong L.","Applying data mining techniques to predict yield of rice in humid subtropical climatic zone of India",2016,"Proceedings of the 10th INDIACom; 2016 3rd International Conference on Computing for Sustainable Global Development, INDIACom 2016",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997343149&partnerID=40&md5=102f0578f885d63a6e5706ac5077bbc5","Agricultural crop productivity depends on various factors such as precipitation, climate, soil type and hydrology. Statistical methods and techniques can be used to assess the impact of these factors on crop production. By applying these techniques on historical climate and crop production data it may provide knowledge which can be used by farmers or industry and government stakeholders for strategies which will lead to increased crop production. The present research focuses on application of data mining techniques to extract knowledge from the historical agricultural dataset to predict rice crop yield for Kharif season of Humid Subtropical climatic zone of India. The performance evaluation of different classification techniques has been carried out in free and open source data mining software WEKA (Waikato Environment for Knowledge Analysis) as part of this research on the agricultural dataset. The experimental result provided include sensitivity, specificity, accuracy, mean absolute error (MAE), root mean squared error (RMSE), relative absolute error (RAE) and root relative squared error (RRSE). The result on the current dataset shows that J48 and LADTree(Logical Analysis of Data Tree) classifiers provide the best performance of the classifiers used in this research. © 2016 IEEE.","Classifiers; Crop analysis; Data mining; IBk; J48; LADTree; LWL; WEKA; Yield prediction","Agriculture; Classification (of information); Classifiers; Crops; Cultivation; Errors; Forecasting; Mean square error; Open source software; Open systems; Trees (mathematics); Classification technique; Crop analysis; LADTree; Logical analysis of data; Mean absolute error; Root mean squared errors; WEKA; Yield prediction; Data mining",Conference Paper,Scopus
"Blagojević M., Blagojević M., Ličina V.","Web-based intelligent system for predicting apricot yields using artificial neural networks",2016,"Scientia Horticulturae","10.1016/j.scienta.2016.10.032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994034483&doi=10.1016%2fj.scienta.2016.10.032&partnerID=40&md5=e3b49d1414f6fc5525c1a32bb6f10eca","This paper shows the use of artificial neural networks and the PDCA (Plan, Do, Check, Act) method for predicting the apricot yield per hectare. The goal of the paper is to determine the possibilities for using artificial neural networks to predict the apricot yield per hectare if the following items are used as input parameters: amount of fertilizer, length of shoots, thickness of shoots, beginning of the harvest and fruit mass. The goal of the paper also includes creation of a web-based application that displays final research results, obtained through neural networks. The PDCA method was used in order to ensure the control and continual improvement of the process. The results point to the possibility of successful application of the above mentioned methods, highlighting the limitations, advantages and shortcomings. Future work relates to the successful application of association rule mining in order to detect the relationship between the apricot yield and other parameters. © 2016 Elsevier B.V.","Apricot yield; Artificial neural network; PDCA; Web-based application","artificial intelligence; artificial neural network; crop yield; fruit production; research work; World Wide Web; Prunus armeniaca",Article,Scopus
"Sedaghatdoost A., Ebrahimian H.","Discussion of ""Evaluation of DRAINMOD 6.1 for hydrological simulations of peat extraction areas in Northern Finland"" by Shahram Mohammadighavam and Bjørn Kløve",2018,"Journal of Irrigation and Drainage Engineering","10.1061/(ASCE)IR.1943-4774.0001086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041011426&doi=10.1061%2f%28ASCE%29IR.1943-4774.0001086&partnerID=40&md5=968b93eb10c8763f53bca6ae21806f43",[No abstract available],,,Note,Scopus
"Nain A.S.","Application of remote sensing and GIS in agrometeorology",2017,"Journal of Agrometeorology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037651523&partnerID=40&md5=957cc84ee835500ef9df6f0b384006f9",[No abstract available],,,Article,Scopus
"Ratkal A.G., Akalwadi G., Patil V.N., Mahesh K.","Farmer's Analytical Assistant",2017,"Proceedings - 2016 IEEE International Conference on Cloud Computing in Emerging Markets, CCEM 2016","10.1109/CCEM.2016.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015213782&doi=10.1109%2fCCEM.2016.023&partnerID=40&md5=b201486c90f81d77073209cebf776341","About half of the population of India depends on agriculture for its livelihood, but its contribution towards the GDP of India is only 14 per cent. One possible reason for this is the lack of adequate crop planning by farmers. There is no system in place to advise farmers what crops to grow. In this paper we present an attempt to predict crop yield and price that a farmer can obtain from his land, by analysing patterns in past data. We make use of a sliding window non-linear regression technique to predict based on different factors affecting agricultural production such as rainfall, temperature, market prices, area of land and past yield of a crop. The analysis is done for several districts of the state of Karnataka, India. Our system intends to suggest the best crop choices for a farmer in order to address the prevailing socio-economic crisis facing many farmers today. © 2016 IEEE.","Agriculture; Data Analytics; Market Research; Prediction Algorithms; Regression Analysis","Cloud computing; Commerce; Crops; Forecasting; Regression analysis; Agricultural productions; Data analytics; Market researches; Non-linear regression; Prediction algorithms; Sliding Window; Socio-economics; State of karnataka; Agriculture",Conference Paper,Scopus
"Guo Q., Zhang B., Zhong J., Tan J., Luo B., Huang X.","Variation characteristics and calculation model of evapotranspiration in latored soils on hills",2003,"Chinese Journal of Applied Ecology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038007967&partnerID=40&md5=66f46ce974a9538e17d9bc6cd59b5f41","The dynamic characteristics of evapotranspiration in latored soil on hills of subtropics regions in south China was analyzed. The results showed that evapotranspiration presented annual and seasonal fluctuations. The maximum monthly evapotranspiration was 10.80-15.41 times of the monthly minimum. The evapotranspiration in wet season (March to September) accounted for about 77 % of annual total evapotranspiration, and that in dry season (October to February of next year) accounted for about 23 %. Although the amount of annual rainfalls could balance annual total evapotranspiration, rainfalls were insufficient for evapotranspiration in the dry season, and soil water could be depleted by evapotranspiration. Based on the modified Penman equation, the calculation model of evapotranspiration in latored soil on hills of subtropics regions in south China was set up. By comparing modeling results with experimental data, it was proved that the calculation model was very reliable.","Calculation model; Evapotranspiration; Latored soil in hills; Seasonal change","evapotranspiration; hill; measurement method; seasonal variation; subtropical region; article; mathematics; physiology; season; soil; sweating; theoretical model; volatilization; Mathematics; Models, Theoretical; Plant Transpiration; Seasons; Soil; Volatilization; China",Article,Scopus
"Goyal H., Joshi N., Sharma C.","An Empirical Analysis of Geospatial Classification for Agriculture Monitoring",2018,"Procedia Computer Science","10.1016/j.procs.2018.05.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049062850&doi=10.1016%2fj.procs.2018.05.025&partnerID=40&md5=33ab1b678874c45038f5ad6b36494f0b","With advancement in satellites and remote sensing technology, reflectance data are increasingly being used in agriculture. In this paper, the machine learning models have been explored with three distinct types of properties to classify the hydro-metrological rainfall parameter, Standardized Precipitation Index (SPI), and Vegetation Condition Index (VCI) to monitor the agriculture state of Rajasthan. These three distinct indexes are used to classify the geospatial Rainfall-SPI, Rainfall-VCI, and Rainfall-SPI-VCI models. The K-fold cross validation has been used to evaluate the robustness of the outperforming classification method. The outcome shows that DecisionTree and RandomForest classification model performs outstanding machine learning classification methods for vegetation with sensitivity of 0.798 and accuracy of 95.792% on test dataset with DecisionTree and of 0.796 and accuracy of 95.584% on testing dataset with RandomForest model. © 2018 The Authors. Published by Elsevier Ltd.","agriculture; Geospatial; machine learning; rainfall; SPI; VCI","Artificial intelligence; Classification (of information); Learning systems; Rain; Remote sensing; Statistical tests; Vegetation; Classification methods; Geo-spatial; K fold cross validations; Machine learning classification; Machine learning models; Remote sensing technology; Standardized precipitation index; Vegetation condition indices; Agriculture",Conference Paper,Scopus
"Mishra S., Mishra D., Santra G.H.","Applications of machine learning techniques in agricultural crop production: A review paper",2016,"Indian Journal of Science and Technology","10.17485/ijst/2016/v9i38/95032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994181509&doi=10.17485%2fijst%2f2016%2fv9i38%2f95032&partnerID=40&md5=af30cfa2aed0faa8126c66e065b0b41a","Objective: This paper has been prepared as an effort to reassess the research studies on the relevance of machine learning techniques in the domain of agricultural crop production. Methods/Statistical Analysis: This method is a new approach for production of agricultural crop management. Accurate and timely forecasts of crop production are necessary for important policy decisions like import-export, pricing marketing distribution etc. which are issued by the directorate of economics and statistics. However one has understand that these prior estimates are not the objective estimates as these estimate requires lots of descriptive assessment based on many different qualitative factors. Hence there is a requirement to develop statistically sound objective prediction of crop production. That development in computing and information storage has provided large amount of data. Findings: The problem has been to intricate knowledge from this raw data, this has lead to the development of new approach and techniques such as machine learning that can be used to unite the knowledge of the data with crop yield evaluation. This research has been intended to evaluate these innovative techniques such that significant relationship can be found by their applications to the various variables present in the data base. Application/Improvement: The few techniques like artificial neural networks, Information Fuzzy Network, Decision Tree, Regression Analysis, Bayesian belief network. Time series analysis, Markov chain model, k-means clustering, k nearest neighbor, and support vector machine are applied in the domain of agriculture were presented.","Artificial neural network; Decision tree; Machine learning; Regression analysis; Time series analysis",,Article,Scopus
"Priya R., Ramesh D., Khosla E.","Crop Prediction on the Region Belts of India: A Naïve Bayes MapReduce Precision Agricultural Model",2018,"2018 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2018","10.1109/ICACCI.2018.8554948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060049210&doi=10.1109%2fICACCI.2018.8554948&partnerID=40&md5=d8fbe80b8128f74b67bc3ccf6fd22e33","Agriculture is the main occupation of India. More than 70% of the population is involved in agriculture and its ancillary. In order to feed the expanding population there is a need to incorporate the latest technologies and tools in the agriculture sector. With the help of big data analytics, IoT, and machine learning algorithms the crop productivity can be increased by many folds. Big data provide facilities like data storage, data processing, and data analysis with accuracy, hence its use in the field of agriculture can benefit farmers and nation's economic growth. In this work, a precision agriculture model is presented to suggest farmers, which crop to cultivate according to field conditions. Focusing mainly on the agriculture in Telangana region, the model uses a Naïve Bayes classifier to recommend about the crop to the farmers. It also suggests which crop can be grown in a specific given environment. © 2018 IEEE.","Big Data; Crop Recommendation; MapReduce; Naïve Baiyes; Precision Agriculture","Big data; Crops; Data handling; Economics; Learning algorithms; Learning systems; Precision agriculture; Agriculture sectors; Bayes Classifier; Big Data Analytics; Crop productivity; Economic growths; Field conditions; Latest technology; Map-reduce; Digital storage",Conference Paper,Scopus
