Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source
"Amaratunga V., Wickramasinghe L., Perera A., Jayasinghe J., Rathnayake U., Zhou J.G.","Artificial Neural Network to Estimate the Paddy Yield Prediction Using Climatic Data",2020,"Mathematical Problems in Engineering","10.1155/2020/8627824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091941525&doi=10.1155%2f2020%2f8627824&partnerID=40&md5=d87f153ed3da3ceb28d015e8a38ae892","Paddy harvest is extremely vulnerable to climate change and climate variations. It is a well-known fact that climate change has been accelerated over the past decades due to various human induced activities. In addition, demand for the food is increasing day-by-day due to the rapid growth of population. Therefore, understanding the relationships between climatic factors and paddy production has become crucial for the sustainability of the agriculture sector. However, these relationships are usually complex nonlinear relationships. Artificial Neural Networks (ANNs) are extensively used in obtaining these complex, nonlinear relationships. However, these relationships are not yet obtained in the context of Sri Lanka; a country where its staple food is rice. Therefore, this research presents an attempt in obtaining the relationships between the paddy yield and climatic parameters for several paddy grown areas (Ampara, Batticaloa, Badulla, Bandarawela, Hambantota, Trincomalee, Kurunegala, and Puttalam) with available data. Three training algorithms (Levenberg-Marquardt (LM), Bayesian Regularization (BR), and Scaled Conjugated Gradient (SCG)) are used to train the developed neural network model, and they are compared against each other to find the better training algorithm. Correlation coefficient (R) and Mean Squared Error (MSE) were used as the performance indicators to evaluate the performance of the developed ANN models. The results obtained from this study reveal that LM training algorithm has outperformed the other two algorithms in determining the relationships between climatic factors and paddy yield with less computational time. In addition, in the absence of seasonal climate data, annual prediction process is understood as an efficient prediction process. However, the results reveal that there is an error threshold in the prediction. Nevertheless, the obtained results are stable and acceptable under the highly unpredicted climate scenarios. The ANN relationships developed can be used to predict the future paddy yields in corresponding areas with the future climate data from various climate models. © 2020 Vinushi Amaratunga et al.",,"Agricultural robots; Climate models; Complex networks; Forecasting; Mean square error; Neural networks; Population statistics; Bayesian regularization; Correlation coefficient; Efficient predictions; Levenberg-Marquardt; Neural network model; Non-linear relationships; Performance indicators; Seasonal climate data; Climate change",Article,Scopus
"Gharibdousti S.R., Kharel G., Miller R.B., Linde E., Stoecker A.","Projected climate could increase water yield and cotton yield but decrease winter wheat and sorghum yield in an agricultural watershed in Oklahoma",2019,"Water (Switzerland)","10.3390/w11010105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059678323&doi=10.3390%2fw11010105&partnerID=40&md5=7f809561e1111ecaed758df8af119c56","Climate change impacts on agricultural watersheds are highly variable and uncertain across regions. This study estimated the potential impacts of the projected precipitation and temperature based on the downscaled Coupled Model Intercomparison Project 5 (CMIP-5) on hydrology and crop yield of a rural watershed in Oklahoma, USA. The Soil andWater Assessment Tool was used to model the watershed with 43 sub-basins and 15,217 combinations of land use, land cover, soil, and slope. The model was driven by the observed climate in the watershed and was first calibrated and validated against the monthly observed streamflow. Three statistical matrices, coefficient of determination (R 2 ), Nash-Sutcliffe efficiency (NSE), and percentage bias (PB), were used to gauge the model performance with satisfactory values of R 2 = 0.64, NS = 0.61, and PB = +5% in the calibration period, and R 2 = 0.79, NSE = 0.62, and PB = -15% in the validation period for streamflow. The model parameterization for the yields of cotton (PB = -4.5%), grain sorghum (PB = -27.3%), and winter wheat (PB = -6.0%) resulted in an acceptable model performance. The CMIP-5 ensemble of three General Circulation Models under three Representative Concentration Pathways for the 2016-2040 period indicated an increase in both precipitation (+1.5%) and temperature (+1.8 °C) in the study area. This changed climate resulted in decreased evapotranspiration (-3.7%), increased water yield (23.9%), decreased wheat yield (-5.2%), decreased grain sorghum yield (-9.9%), and increased cotton yield (+54.2%) compared to the historical climate. The projected increase in water yield might provide opportunities for groundwater recharge and additional water to meet future water demand in the region. The projected decrease in winter wheat yield-the major crop in the state-due to climate change, may require attention for ways to mitigate these effects. © 2019 by the authors.","Climate change; Crop yield; Global climate models; Southern Great Plains; Surface runoff; SWAT","Climate change; Cotton; Crops; Grain (agricultural product); Land use; Recharging (underground waters); Stream flow; Watersheds; Crop yield; Global climate model; Southern great plains; Surface runoffs; SWAT; Climate models; climate change; climate modeling; CMIP; cotton; crop yield; evapotranspiration; global climate; groundwater; precipitation (climatology); runoff; soil analysis; soil and water assessment tool; sorghum; streamflow; water demand; water yield; watershed; wheat; winter; Oklahoma [United States]; United States; Gossypium hirsutum; Sorghum bicolor bicolor; Triticum aestivum",Article,Scopus
"Khan N., Kamaruddin M.A., Ullah Sheikh U., Zawawi M.H., Yusup Y., Bakht M.P., Mohamed Noor N.","Prediction of Oil Palm Yield Using Machine Learning in the Perspective of Fluctuating Weather and Soil Moisture Conditions: Evaluation of a Generic Workflow",2022,"Plants","10.3390/plants11131697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132834355&doi=10.3390%2fplants11131697&partnerID=40&md5=f7ac59ff956f29f298ee80cd2541e440","Current development in precision agriculture has underscored the role of machine learning in crop yield prediction. Machine learning algorithms are capable of learning linear and nonlinear patterns in complex agro-meteorological data. However, the application of machine learning methods for predictive analysis is lacking in the oil palm industry. This work evaluated a supervised machine learning approach to develop an explainable and reusable oil palm yield prediction workflow. The input data included 12 weather and three soil moisture parameters along with 420 months of actual yield records of the study site. Multisource data and conventional machine learning techniques were coupled with an automated model selection process. The performance of two top regression models, namely Extra Tree and AdaBoost was evaluated using six statistical evaluation metrics. The prediction was followed by data preprocessing and feature selection. Selected regression models were compared with Random Forest, Gradient Boosting, Decision Tree, and other non-tree algorithms to prove the R2 driven performance superiority of tree-based ensemble models. In addition, the learning process of the models was examined using model-based feature importance, learning curve, validation curve, residual analysis, and prediction error. Results indicated that rainfall frequency, root-zone soil moisture, and temperature could make a significant impact on oil palm yield. Most influential features that contributed to the prediction process are rainfall, cloud amount, number of rain days, wind speed, and root zone soil wetness. It is concluded that the means of machine learning have great potential for the application to predict oil palm yield using weather and soil moisture data. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","crop yield; machine learning; oil palm; precision agriculture; prediction; sustainability",,Article,Scopus
"Pushpalatha R., Shiny R., Kutty G., Dua V.K., Sunitha S., Santhosh Mithra V.S., Byju G.","Testing of Cassava (Manihot esculenta) Varieties for Climate Resilience Under Kerala (India) Conditions",2022,"Agricultural Research","10.1007/s40003-021-00547-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105002574&doi=10.1007%2fs40003-021-00547-x&partnerID=40&md5=525e9b59d3a1ce98cfadc415e0df7c81","The present study was conducted to identify the climate resilience of two widely used varieties of cassava in one of the major cassava growing areas in Kerala, India. The future projections for 2030, 2050, and 2070 were derived using the Long Ashton Research Station-Weather Generator (LARS-WG) with integrated global climate models (GCMs). The projections for the representative concentration pathway-4.5 (RCP-4.5) were tested in the crop model, World Food Studies (WOFOST) to assess the resilience of cassava varieties. The future projections in the study region indicated an increase of up to 2.1 and 2.3 °C for maximum and minimum temperatures respectively, followed by solar dimming. The crop yield predictions based on the outputs from the GCMs indicated that the yield of the long duration cassava var. H-226 increased during 2030 from 8.6 to 12% and that of short duration var. Sree Vijaya increased from 3.6 to 5.5%. With the 2050 scenario, the yield increased from 3.3 to 6.7% for var. H-226 and −4.3 to 1.9% for var. Sree Vijaya, respectively. Whereas, during 2070 was a decrease in the yield for vars H-226 and Sree Vijaya ranging from −9 to 3.8% and −10 to −5.2% respectively. The results indicated that var. H-226 is more resilient to the changing climate than var. Sree Vijaya. As an outcome of this study, the var. H-226 can be considered as climate-resilient, and this information can assist the decision makers in selecting an appropriate crop variety to ensure food security. © 2021, NAAS (National Academy of Agricultural Sciences).","Projections; Tuber initiation; Weather generator; WOFOST; Yield","Crops; Decision making; Food supply; Plants (botany); Value engineering; Cassava varieties; Future projections; Global climate model; Manihot esculenta; Maximum and minimum temperatures; Research stations; Weather generator; World food studies; Climate models; cassava; climate conditions; climate modeling; crop yield; food security; high yielding variety; tuber; weather; India; Kerala",Article,Scopus
"Diaz-Gonzalez F.A., Vuelvas J., Correa C.A., Vallejo V.E., Patino D.","Machine learning and remote sensing techniques applied to estimate soil indicators – Review",2022,"Ecological Indicators","10.1016/j.ecolind.2021.108517","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121921311&doi=10.1016%2fj.ecolind.2021.108517&partnerID=40&md5=99fa25299b6f72c2b7baf4078785c666","The demand for food based on intensive agriculture has decreased soil quality, posing great challenges such as increasing agricultural productivity and promoting environmental sustainability. Thus, researchers have focused on developing models for estimating soil quality based on artificial intelligence techniques for the processing of multidimensional data from agro-industrial systems, which provide useful information for farmers about soil management and crop conditions. However, a model for the application of these new technologies in medium and low-scale agricultural systems has not been identified. Therefore, a review of recent studies of crop yield prediction based on the estimation of chemical, physical, and biological soil quality indicators (SQI), which incorporate different machine learning (ML) techniques to process data from remote sensing (RS) systems, is presented. The advantages and disadvantages are also analyzed for: SQI estimates at regional and local scale, spectral bands used for analysis of plowed soils (bare soils) of cultivation plots, selection of minimun data set (MDS), use of unmanned aerial vehicle (UAV) and satellite platforms, data pre-processing, and selection of ML algorithms for processing biological systems databases (agro-industrial systems). Finally, we present a model to help estimate soil quality in agricultural systems at a local scale, based on ML to process RS data, in the model the inputs to the ML unit come from four different class data sets (RS, SQI, environmental data and crop management data). Crop management uses the production of the ML unit to adjust agricultural management practices and therefore improve crop yield. © 2021","Agricultural systems; Machine learning; Remote sensing; Soil quality indicators","Antennas; Bioinformatics; Crops; Cultivation; Data handling; Indicators (chemical); Information management; Productivity; Remote sensing; Soils; Sustainable development; Unmanned aerial vehicles (UAV); Agricultural system; Crop managements; Crop yield; Data set; Industrial systems; Local scale; Remote sensing techniques; Remote-sensing; Soil quality indicators; Soils qualities; Machine learning; agricultural management; agricultural soil; artificial intelligence; crop yield; cultivation; intensive agriculture; machine learning; physicochemical property; remote sensing; soil management; soil quality",Review,Scopus
"Wen G., Ma B.-L., Vanasse A., Caldwell C.D., Earl H.J., Smith D.L.","Machine learning-based canola yield prediction for site-specific nitrogen recommendations",2021,"Nutrient Cycling in Agroecosystems","10.1007/s10705-021-10170-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117369753&doi=10.1007%2fs10705-021-10170-5&partnerID=40&md5=39d8845f6562020f75e865c1ccaa58cf","An effective crop yield prediction is critical for making precise nitrogen (N) management decisions. A multi-site-year study was conducted across eastern Canada with the objectives to (1) construct machine-learning random forest regression (RFR) models for canola yield prediction; and (2) develop site-specific N recommendations using the RFR modelling approach. Soil characteristics, weather, plant growth and spectral index data collected from 2013 to 2015 were used to train the RFR models and the 2016 data for model validation in terms of making N decisions. Results showed that canola yields responded positively to N application rates in 16 out of the 18 site-year environments, with sometimes higher yields and an average of 8% higher N use efficiency for the split-N strategy than for the same amount of N applied only at preplant. Heat stress and precipitation distribution were identified as of critical importance in total yield variation. The RFR model by combining weather, soil and plant growth features with the spectral indices displayed highly improved prediction reliability, up to 85%, with 53–57% lower root mean square errors, compared with the model based only on leaf chlorophyll or normalized difference vegetation index. Based on the RFR algorithm, an average economic optimum N rate of 150 kg N ha−1 was recommended for most canola production scenarios in the test year. This study demonstrated that the machine learning-based RFR modelling approach can be used to implement optimal nutrient management strategies for sustainable crop production, which is sensitive and better adapted to environment-induced abiotic stresses. © Her Majesty the Queen in Right of Canada 2021 as represented by the Minister of Agriculture and Agri-Food Canada.","Brassica napus; Precision N fertilization; Random forest regression model; Vegetation index; Yield estimation","canola; chlorophyll; crop production; crop yield; detection method; fertilizer application; growth; machine learning; model validation; soil nitrogen; Canada; Brassica napus; Brassica napus var. napus",Article,Scopus
"Zaeen A.A., Sharma L., Jasim A., Bali S., Buzza A., Alyokhin A.","In-season potato yield prediction with active optical sensors",2020,"Agrosystems, Geosciences and Environment","10.1002/agg2.20024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106613718&doi=10.1002%2fagg2.20024&partnerID=40&md5=8043e671b1a6499d5a61b0e055dbf342","Crop yield prediction is a critical measurement, especially in the time when parts of the world are suffering from farming issues. Yield forecasting gives an alert regarding economic trading, food production monitoring, and global food security. This research was conducted to investigate whether active optical sensors could be utilized for potato (Solanum tuberosum L.) yield prediction at the mid.le of the growing season. Three potato cultivars (Russet Burbank, Superior, and Shepody) were planted and six rates of N (0, 56, 112, 168, 224, and 280 kg ha−1), ammonium sulfate, which was replaced by ammonium nitrate in the 2nd year, were applied on 11 sites in a randomized complete block design, with four replications. Normalized difference vegetation index (NDVI) and chlorophyll index (CI) measurements were obtained weekly from the active optical sensors, GreenSeeker (GS) and Crop Circle (CC). The 168 kg N ha−1 produced the maximum potato yield. Indices measurements obtained at the 16th and 20th leaf growth stages were significantly correlated with tuber yield. Multiple regression analysis (potato yield as a dependent variable and vegetation indices, NDVI and CI, as independent variables) could make a remarkable improvement to the accuracy of the prediction model and increase the determination coefficient. The exponential and linear models showed a better fit of the data. Soil organic matter content increased the yield significantly but did not affect the prediction models. The 18th and 20th leaf growth stages are the best time to use the sensors for yield prediction. © 2020 The Authors. Agrosystems, Geosciences & Environment published by Wiley Periodicals, Inc. on behalf of Crop Science Society of America and American Society of Agronomy",,,Article,Scopus
"Mishra V., Cruise J.F., Mecikalski J.R., Hain C.R., Anderson M.C.","A remote-sensing driven tool for estimating crop stress and yields",2013,"Remote Sensing","10.3390/rs5073331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881514997&doi=10.3390%2frs5073331&partnerID=40&md5=3c4ad6ed4daf21f79d9d2fd65e3bddbe","Biophysical crop simulation models are normally forced with precipitation data recorded with either gauges or ground-based radar. However, ground-based recording networks are not available at spatial and temporal scales needed to drive the models at many critical places on earth. An alternative would be to employ satellite-based observations of either precipitation or soil moisture. Satellite observations of precipitation are currently not considered capable of forcing the models with sufficient accuracy for crop yield predictions. However, deduction of soil moisture from space-based platforms is in a more advanced state than are precipitation estimates so that these data may be capable of forcing the models with better accuracy. In this study, a mature two-source energy balance model, the Atmosphere Land Exchange Inverse (ALEXI) model, was used to deduce root zone soil moisture for an area of North Alabama, USA. The soil moisture estimates were used in turn to force the state-of-the-art Decision Support System for Agrotechnology Transfer (DSSAT) crop simulation model. The study area consisted of a mixture of rainfed and irrigated cornfields. The results indicate that the model forced with the ALEXI moisture estimates produced yield simulations that compared favorably with observed yields and with the rainfed model. The data appear to indicate that the ALEXI model did detect the soil moisture signal from the mixed rainfed/irrigation corn fields and this signal was of sufficient strength to produce adequate simulations of recorded yields over a 10 year period. © 2013 by the authors; licensee MDPI, Basel, Switzerland.","ALEXI; Crop modeling; DSSAT; Maximum entropy; Remote sensing; Soil moisture","Agrotechnology transfer; ALEXI; Crop modeling; DSSAT; Root zone soil moistures; Satellite observations; Spatial and temporal scale; Two-source energy balance model; Artificial intelligence; Crops; Decision support systems; Digital storage; Estimation; Maximum entropy methods; Remote sensing; Soil moisture; Soil surveys; Space platforms; Computer simulation",Article,Scopus
"Farinosi F., Giupponi C., Reynaud A., Ceccherini G., Carmona-Moreno C., De Roo A., Gonzalez-Sanchez D., Bidoglio G.","An innovative approach to the assessment of hydro-political risk: A spatially explicit, data driven indicator of hydro-political issues",2018,"Global Environmental Change","10.1016/j.gloenvcha.2018.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052850328&doi=10.1016%2fj.gloenvcha.2018.07.001&partnerID=40&md5=bfeeda2481e64ff6314df5c987eeba4c","Competition over limited water resources is one of the main concerns for the coming decades. Although water issues alone have not been the sole trigger for warfare in the past, tensions over freshwater management and use represent one of the main concerns in political relations between riparian states and may exacerbate existing tensions, increase regional instability and social unrest. Previous studies made great efforts to understand how international water management problems were addressed by actors in a more cooperative or confrontational way. In this study, we analyze what are the pre-conditions favoring the insurgence of water management issues in shared water bodies, rather than focusing on the way water issues are then managed among actors. We do so by proposing an innovative analysis of past episodes of conflict and cooperation over transboundary water resources (jointly defined as “hydro-political interactions”). On the one hand, we aim at highlighting the factors that are more relevant in determining water interactions across political boundaries. On the other hand, our objective is to map and monitor the evolution of the likelihood of experiencing hydro-political interactions over space and time, under changing socioeconomic and biophysical scenarios, through a spatially explicit data driven index. Historical cross-border water interactions were used as indicators of the magnitude of corresponding water joint-management issues. These were correlated with information about river basin freshwater availability, climate stress, human pressure on water resources, socioeconomic conditions (including institutional development and power imbalances), and topographic characteristics. This analysis allows for identification of the main factors that determine water interactions, such as water availability, population density, power imbalances, and climatic stressors. The proposed model was used to map at high spatial resolution the probability of experiencing hydro-political interactions worldwide. This baseline outline is then compared to four distinct climate and population density projections aimed to estimate trends for hydro-political interactions under future conditions (2050 and 2100), while considering two greenhouse gases emission scenarios (moderate and extreme climate change). The combination of climate and population growth dynamics is expected to impact negatively on the overall hydro-political risk by increasing the likelihood of water interactions in the transboundary river basins, with an average increase ranging between 74.9% (2050 – population and moderate climate change) to 95% (2100 - population and extreme climate change). Future demographic and climatic conditions are expected to exert particular pressure on already water stressed basins such as the Nile, the Ganges/Brahmaputra, the Indus, the Tigris/Euphrates, and the Colorado. The results of this work allow us to identify current and future areas where water issues are more likely to arise, and where cooperation over water should be actively pursued to avoid possible tensions especially under changing environmental conditions. From a policy perspective, the index presented in this study can be used to provide a sound quantitative basis to the assessment of the Sustainable Development Goal 6, Target 6.5 “Water resources management”, and in particular to indicator 6.5.2 “Transboundary cooperation”. © 2018 The Authors","Hydro-political risk; Random Forest regression; Transboundary water interactions; Water cross-border issues","climate change; climate conditions; data set; political boundary; population density; population dynamics; population growth; regression analysis; resource management; risk assessment; river basin; socioeconomic conditions; spatial resolution; sustainable development; transboundary cooperation; water availability; water management; water resource; Brahmaputra River; Colorado River [North America]; Euphrates River; Ganges River; Indus River; Tigris River",Article,Scopus
"Panagopoulos Y., Gassman P.W., Arritt R.W., Herzmann D.E., Campbell T.D., Jha M.K., Kling C.L., Srinivasan R., White M., Arnold J.G.","Surface water quality and cropping systems sustainability under a changing climate in the Upper Mississippi River Basin",2014,"Journal of Soil and Water Conservation","10.2489/jswc.69.6.483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912045977&doi=10.2489%2fjswc.69.6.483&partnerID=40&md5=92b9d004118751f9fdcefa5b916c7c54","Agricultural nonpoint source pollution is the main source of nitrogen (N) and phosphorus (P) in the intensely row-cropped Upper Mississippi River Basin (UMRB) stream system and is considered the primary cause of the northern Gulf of Mexico hypoxic zone according to the US Environmental Protection Agency. A point of crucial importance in this region is therefore how intensive corn (Zed mays L.)-based cropping systems for food and fuel production can be sustainable and coexist with a healthy water environment, not only under existing climate conditions but also under a changed climate in the future. To address this issue, a UMRB integrated modeling system has been built with a greatly refined 12-digit subbasin structure based on the Soil and Water Assessment Tool (SWAT) water quality model, which is capable of estimating landscape and in-stream water and pollutant yields in response to a wide array of alternative cropping and/or management strategies and climatic conditions. The effects of the following four agricultural management scenarios on crop production and pollutant loads exported from the cropland of the UMRB to streams and rivers were evaluated: (1) expansion of continuous corn across the entire basin, (2) adoption of no-till on all corn and soybean ( Glycine max L.) fields in the region, (3) substitution of the traditional continuous corn and corn-soybean rotations with an extended five-year rotation consisting of corn, soybean, and three years of alfalfa (Medicago sativa L.), and (4) implementation of a winter cover crop within the baseline rotations. The effects of each management scenario were evaluated both for current climate and a projected midcentury (2046 to 2065) climate from a General Circulation Model (GCM). All four scenarios behaved similarly under the historical and future climate, generally resulting in reduced erosion and nutrient loadings to surface water bodies compared to the baseline agricultural management. Continuous corn was the only scenario which resulted in increased N pollution while no-till was the most environmentally effective and able to sustain production at almost the same levels. Rye (Secale cereale L.) cover crop within the fallow period was also effective in reducing erosion and both sediment-bound and soluble forms of nutrients. The results indicated that alternative management practices could reduce sediment, N, and P exports from UMRB cropland by up to 50% without significantly affecting yields. Results for the climate change scenario showed that the effectiveness of the management scenarios was strongly linked to the reduced water availability predicted under the future climate, which assisted in mitigating pollutant transport, although with a small loss of production.","Agricultural management scenarios-; Climate change-corn based systems-; Nonpoint pollution-; Soil and water assessment tool-; Upper mississippi river basin","climate change; cropping practice; environmental management; river basin; surface water; water management; water quality; Mississippi Basin; United States; Glycine max; Medicago sativa; Secale cereale; Zea mays",Article,Scopus
"Persello C., Wegner J.D., Hansch R., Tuia D., Ghamisi P., Koeva M., Camps-Valls G.","Deep Learning and Earth Observation to Support the Sustainable Development Goals: Current approaches, open challenges, and future opportunities",2022,"IEEE Geoscience and Remote Sensing Magazine","10.1109/MGRS.2021.3136100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123365246&doi=10.1109%2fMGRS.2021.3136100&partnerID=40&md5=9005f2f2001b676e878a4253d8c83a14","The synergistic combination of deep learning (DL) models and Earth observation (EO) promises significant advances to support the Sustainable Development Goals (SDGs). New developments and a plethora of applications are already changing the way humanity will face the challenges of our planet. This article reviews current DL approaches for EO data, along with their applications toward monitoring and achieving the SDGs most impacted by the rapid development of DL in EO. We systematically review case studies to achieve zero hunger, create sustainable cities, deliver tenure security, mitigate and adapt to climate change, and preserve biodiversity. Important societal, economic, and environmental implications are covered. Exciting times are coming when algorithms and Earth data can help in our endeavor to address the climate crisis and support more sustainable development. © 2013 IEEE.",,"Biodiversity; Climate change; Deep learning; Earth (planet); Observatories; Planning; 'current; Case-studies; Earth observation data; Earth observations; Economic implications; Learning approach; Learning models; Societal implications; Sustainable cities; Synergistic combinations; Sustainable development; algorithm; climate change; EOS; learning; Sustainable Development Goal",Article,Scopus
"Liu Y., Wang S., Wang X., Chen B., Chen J., Wang J., Huang M., Wang Z., Ma L., Wang P., Amir M., Zhu K.","Exploring the superiority of solar-induced chlorophyll fluorescence data in predicting wheat yield using machine learning and deep learning methods",2022,"Computers and Electronics in Agriculture","10.1016/j.compag.2021.106612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121006495&doi=10.1016%2fj.compag.2021.106612&partnerID=40&md5=af090d81fe51d02b8e9892cf9727b5fa","Reliable forecasts of large-scale wheat yield are very important for global food security. Although solar-induced chlorophyll fluorescence (SIF) is more sensitive than traditional remotely sensed vegetation indices to photosynthetic capacity, the performance of SIF in wheat yield prediction should be further explored. In this study, five satellite variables (i.e., Global Ozone Monitoring Experiment-2 (GOME-2) SIF at 0.5° spatial resolution, global spatially contiguous SIF (CSIF) at 0.05° resolution, and three vegetation indices at 1 km resolution) from 2007 to 2018 were used to predict wheat yield using two linear regression methods (least absolute shrinkage and selection operator regression (LASSO) and ridge regression (RIDGE)), three machine learning methods (support vector regression (SVR), random forest regression (RF), and extreme gradient boosting (XGBoost)), and one deep learning method (long short-term memory (LSTM)) to predict wheat yield across the Indo-Gangetic Plains. The results showed that machine learning and deep learning methods outperformed the two linear regression methods in predicting wheat yield, while the LSTM did not perform better than SVR. The prediction using the high-resolution SIF product had better performance than that using the coarse-resolution SIF product among all years. Moreover, the high-resolution SIF had better performance than the three vegetation indices in yield prediction in 2010, which indicated that the SIF data had great superiority in predicting wheat yield under extreme weather events. Our findings highlight that developing high-quality SIF products in the future has the potential to improve crop yield predictions, and our method can predict wheat yield simply and effectively in cropping areas with limited data. © 2021 Elsevier B.V.","Deep learning; Machine learning; Prediction; Solar-induced chlorophyll fluorescence; Wheat yield","Adaptive boosting; Chlorophyll; Decision trees; Fluorescence; Food supply; Long short-term memory; Random forests; Vegetation; Chlorophyll fluorescence; Deep learning; Learning methods; Linear regression methods; Performance; Solar-induced chlorophyll fluorescence; Support vector regressions; Vegetation index; Wheat yield; Yield prediction; Forecasting; chlorophyll; crop yield; fluorescence; GOME; machine learning; prediction; wheat",Article,Scopus
"Rezaei E.E., Rojas L.V., Zhu W., Cammarano D.","The potential of crop models in simulation of barley quality traits under changing climates: A review",2022,"Field Crops Research","10.1016/j.fcr.2022.108624","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133946890&doi=10.1016%2fj.fcr.2022.108624&partnerID=40&md5=1b30e4b2ddade568d9d6e8e50a559b98","Most of the experimental and modeling studies that evaluate the impacts of climate change and variability on barley have been focused on grain yield. However, little is known on the effects of combined change in temperature, CO2 concentration, and extreme events on barley grain quality and how capable are the current process-based crop models capture the signal of climate change on quality traits. Here in this review, we initially explored the response of quality traits of barley to heat, drought, and CO2 concentration from experiential studies. Next, we reviewed the state of the art of some of the current modeling approaches to capture grain quality. Lastly, we suggested possible opportunities to improve current models for tracking the detailed quality traits of barley. Heat and drought stress increase the protein concentration which has a negative effect on malting quality. The rise of CO2 concentration significantly reduces the grain protein, again resulting in a decline of the malting and brewing quality since the nitrogen concentration of grains needs to be kept at a specific level. The current crop models that simulate barley grain quality are limited to simulation of grain nitrogen concentration, size, and number in response to climate extremes and CO2. Nevertheless, crop models fail to account for the complex interactions between the conflicting effects of rising temperatures and droughts as well as increasing CO2 concentrations on grain protein. They have mainly adapted wheat models that cannot capture barley's protein composition and whole grain malting quality. Implementation of experiments from gene to canopy scales which are explicitly designed to detect the interactions among environmental variables on detailed quality traits and couple the remote sensing plus data-driven approaches to crop models are possible opportunities to improve modeling of barley grain quality. The development of modeling routines can capture the detailed grain quality provide valuable tools for forming climate adaptive strategies. Equally important, they can guide breeding programs to develop climate-resilient but high-quality barley genotypes. © 2022 The Authors","Barley; Climate warming; Extreme events; Process-bases modeling; Quality traits","agricultural modeling; barley; climate change; drought stress; extreme event; remote sensing",Review,Scopus
"Akhter J., Mandal R., Chattopadhyay R., Joseph S., Dey A., Nageswararao M.M., Pattanaik D.R., Sahai A.K.","Kharif rice yield prediction over Gangetic West Bengal using IITM-IMD extended range forecast products",2021,"Theoretical and Applied Climatology","10.1007/s00704-021-03679-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108068745&doi=10.1007%2fs00704-021-03679-w&partnerID=40&md5=4cd093768e4dd927a398b3c2a4c6dd93","The economy and livelihood of the State of West Bengal in India are mainly dependent on agriculture. Rice is one of the major crops of this state, and it contributes a significant proportion to the rice production of India. The present study deals with the prediction of Kharif rice over Gangetic West Bengal using forecast products from IITM-IMD extended range prediction (ERP) system. It is a multi-model ensemble prediction system that comprises 16 different ensemble members obtained from the Climate Forecast System (CFSv2) and the stand-alone atmospheric component of CFSv2 (i.e., GFSv2). The performance of ERP rainfall forecast has been assessed over a relatively larger domain covering Indian landmass before its utilization in crop yield prediction. Satisfactory skills, e.g., higher correlation and lower normalized root mean squared error (nRMSE), have been found in ERP rainfall forecast during the first 3 weeks for most of the initial conditions (ICs). Next, bias-corrected ERP weekly forecast data of incoming solar radiation, rainfall, and maximum and minimum temperatures have been incorporated into a process-based crop model (CERES-rice) available in the Decision Support System for Agro-technology Transfer (DSSAT). ERP-driven crop model has performed better to reproduce inter-annual variability of observed rice yield compared to yield simulated using crop model driven by climatology alone. Also, the ERP-driven model has been able to capture the below- and above-normal yield categories relatively better than the climatology-driven model. Hence, the incorporation of ERP in crop models may provide value-added prediction, which will be helpful for the stakeholders and decision-makers. © 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Austria, part of Springer Nature.",,"climate prediction; correlation; crop production; crop yield; decision support system; paddy field; rainfall; India; West Bengal",Article,Scopus
